Année,Cause,Data qualifier,Juridiction,Jurisdiction,Niveau d'intervention,Number,Origine,Protection zone,Response category,Year,Zone de protection
1995,Residents,n,Nouvelle-Écosse,Nova Scotia,Aucune,,Résidants,Limited,None,1995,Limitée
1996,Residents,n,Nouvelle-Écosse,Nova Scotia,Aucune,,Résidants,Limited,None,1996,Limitée
1997,Residents,n,Nouvelle-Écosse,Nova Scotia,Aucune,,Résidants,Limited,None,1997,Limitée
1998,Residents,n,Nouvelle-Écosse,Nova Scotia,Aucune,,Résidants,Limited,None,1998,Limitée
1999,Residents,n,Nouvelle-Écosse,Nova Scotia,Aucune,,Résidants,Limited,None,1999,Limitée
2000,Residents,n,Nouvelle-Écosse,Nova Scotia,Aucune,,Résidants,Limited,None,2000,Limitée
2001,Residents,n,Nouvelle-Écosse,Nova Scotia,Aucune,,Résidants,Limited,None,2001,Limitée
2002,Residents,n,Nouvelle-Écosse,Nova Scotia,Aucune,,Résidants,Limited,None,2002,Limitée
2003,Residents,n,Nouvelle-Écosse,Nova Scotia,Aucune,,Résidants,Limited,None,2003,Limitée
2004,Residents,n,Nouvelle-Écosse,Nova Scotia,Aucune,,Résidants,Limited,None,2004,Limitée
2005,Residents,n,Nouvelle-Écosse,Nova Scotia,Aucune,,Résidants,Limited,None,2005,Limitée
2006,Residents,n,Nouvelle-Écosse,Nova Scotia,Aucune,,Résidants,Limited,None,2006,Limitée
2007,Residents,n,Nouvelle-Écosse,Nova Scotia,Aucune,,Résidants,Limited,None,2007,Limitée
2008,Residents,n,Nouvelle-Écosse,Nova Scotia,Aucune,,Résidants,Limited,None,2008,Limitée
2009,Residents,n,Nouvelle-Écosse,Nova Scotia,Aucune,,Résidants,Limited,None,2009,Limitée
2010,Residents,n,Nouvelle-Écosse,Nova Scotia,Aucune,,Résidants,Limited,None,2010,Limitée
2011,Residents,n,Nouvelle-Écosse,Nova Scotia,Aucune,,Résidants,Limited,None,2011,Limitée
2012,Residents,n,Nouvelle-Écosse,Nova Scotia,Aucune,,Résidants,Limited,None,2012,Limitée
2013,Residents,n,Nouvelle-Écosse,Nova Scotia,Aucune,,Résidants,Limited,None,2013,Limitée
2014,Residents,n,Nouvelle-Écosse,Nova Scotia,Aucune,,Résidants,Limited,None,2014,Limitée
2015,Residents,n,Nouvelle-Écosse,Nova Scotia,Aucune,,Résidants,Limited,None,2015,Limitée
2016,Residents,n,Nouvelle-Écosse,Nova Scotia,Aucune,,Résidants,Limited,None,2016,Limitée
2017,Residents,n,Nouvelle-Écosse,Nova Scotia,Aucune,,Résidants,Limited,None,2017,Limitée
1990,Residents,a,Ontario,Ontario,Aucune,1,Résidants,Limited,None,1990,Limitée
1991,Residents,a,Ontario,Ontario,Aucune,1,Résidants,Limited,None,1991,Limitée
1992,Residents,a,Ontario,Ontario,Aucune,0,Résidants,Limited,None,1992,Limitée
1993,Residents,a,Ontario,Ontario,Aucune,0,Résidants,Limited,None,1993,Limitée
1994,Residents,a,Ontario,Ontario,Aucune,0,Résidants,Limited,None,1994,Limitée
1995,Residents,a,Ontario,Ontario,Aucune,0,Résidants,Limited,None,1995,Limitée
1996,Residents,a,Ontario,Ontario,Aucune,0,Résidants,Limited,None,1996,Limitée
1997,Residents,a,Ontario,Ontario,Aucune,2,Résidants,Limited,None,1997,Limitée
1998,Residents,a,Ontario,Ontario,Aucune,0,Résidants,Limited,None,1998,Limitée
1999,Residents,a,Ontario,Ontario,Aucune,0,Résidants,Limited,None,1999,Limitée
2000,Residents,a,Ontario,Ontario,Aucune,0,Résidants,Limited,None,2000,Limitée
2001,Residents,a,Ontario,Ontario,Aucune,0,Résidants,Limited,None,2001,Limitée
2002,Residents,a,Ontario,Ontario,Aucune,0,Résidants,Limited,None,2002,Limitée
2003,Residents,a,Ontario,Ontario,Aucune,0,Résidants,Limited,None,2003,Limitée
2004,Residents,a,Ontario,Ontario,Aucune,0,Résidants,Limited,None,2004,Limitée
2005,Residents,a,Ontario,Ontario,Aucune,0,Résidants,Limited,None,2005,Limitée
2006,Residents,a,Ontario,Ontario,Aucune,0,Résidants,Limited,None,2006,Limitée
2007,Residents,a,Ontario,Ontario,Aucune,0,Résidants,Limited,None,2007,Limitée
2008,Residents,a,Ontario,Ontario,Aucune,0,Résidants,Limited,None,2008,Limitée
2009,Residents,a,Ontario,Ontario,Aucune,0,Résidants,Limited,None,2009,Limitée
2010,Residents,a,Ontario,Ontario,Aucune,0,Résidants,Limited,None,2010,Limitée
2011,Residents,u,Ontario,Ontario,Aucune,,Résidants,Limited,None,2011,Limitée
2012,Residents,a,Ontario,Ontario,Aucune,1,Résidants,Limited,None,2012,Limitée
2013,Residents,u,Ontario,Ontario,Aucune,,Résidants,Limited,None,2013,Limitée
2014,Residents,u,Ontario,Ontario,Aucune,,Résidants,Limited,None,2014,Limitée
2015,Residents,u,Ontario,Ontario,Aucune,,Résidants,Limited,None,2015,Limitée
2016,Residents,u,Ontario,Ontario,Aucune,,Résidants,Limited,None,2016,Limitée
2017,Residents,a,Ontario,Ontario,Aucune,2,Résidants,Limited,None,2017,Limitée
1990,Residents,n,Île-du-Prince-Édouard,Prince Edward Island,Aucune,,Résidants,Limited,None,1990,Limitée
1991,Residents,n,Île-du-Prince-Édouard,Prince Edward Island,Aucune,,Résidants,Limited,None,1991,Limitée
1992,Residents,n,Île-du-Prince-Édouard,Prince Edward Island,Aucune,,Résidants,Limited,None,1992,Limitée
1993,Residents,n,Île-du-Prince-Édouard,Prince Edward Island,Aucune,,Résidants,Limited,None,1993,Limitée
1994,Residents,n,Île-du-Prince-Édouard,Prince Edward Island,Aucune,,Résidants,Limited,None,1994,Limitée
1995,Residents,n,Île-du-Prince-Édouard,Prince Edward Island,Aucune,,Résidants,Limited,None,1995,Limitée
1996,Residents,n,Île-du-Prince-Édouard,Prince Edward Island,Aucune,,Résidants,Limited,None,1996,Limitée
1997,Residents,n,Île-du-Prince-Édouard,Prince Edward Island,Aucune,,Résidants,Limited,None,1997,Limitée
1998,Residents,n,Île-du-Prince-Édouard,Prince Edward Island,Aucune,,Résidants,Limited,None,1998,Limitée
1999,Residents,n,Île-du-Prince-Édouard,Prince Edward Island,Aucune,,Résidants,Limited,None,1999,Limitée
2000,Residents,n,Île-du-Prince-Édouard,Prince Edward Island,Aucune,,Résidants,Limited,None,2000,Limitée
2001,Residents,n,Île-du-Prince-Édouard,Prince Edward Island,Aucune,,Résidants,Limited,None,2001,Limitée
2002,Residents,n,Île-du-Prince-Édouard,Prince Edward Island,Aucune,,Résidants,Limited,None,2002,Limitée
2003,Residents,n,Île-du-Prince-Édouard,Prince Edward Island,Aucune,,Résidants,Limited,None,2003,Limitée
2004,Residents,n,Île-du-Prince-Édouard,Prince Edward Island,Aucune,,Résidants,Limited,None,2004,Limitée
2005,Residents,n,Île-du-Prince-Édouard,Prince Edward Island,Aucune,,Résidants,Limited,None,2005,Limitée
2006,Residents,n,Île-du-Prince-Édouard,Prince Edward Island,Aucune,,Résidants,Limited,None,2006,Limitée
2007,Residents,n,Île-du-Prince-Édouard,Prince Edward Island,Aucune,,Résidants,Limited,None,2007,Limitée
2008,Residents,n,Île-du-Prince-Édouard,Prince Edward Island,Aucune,,Résidants,Limited,None,2008,Limitée
2009,Residents,n,Île-du-Prince-Édouard,Prince Edward Island,Aucune,,Résidants,Limited,None,2009,Limitée
2010,Residents,n,Île-du-Prince-Édouard,Prince Edward Island,Aucune,,Résidants,Limited,None,2010,Limitée
2011,Residents,n,Île-du-Prince-Édouard,Prince Edward Island,Aucune,,Résidants,Limited,None,2011,Limitée
2012,Residents,n,Île-du-Prince-Édouard,Prince Edward Island,Aucune,,Résidants,Limited,None,2012,Limitée
2013,Residents,n,Île-du-Prince-Édouard,Prince Edward Island,Aucune,,Résidants,Limited,None,2013,Limitée
2014,Residents,n,Île-du-Prince-Édouard,Prince Edward Island,Aucune,,Résidants,Limited,None,2014,Limitée
2015,Residents,n,Île-du-Prince-Édouard,Prince Edward Island,Aucune,,Résidants,Limited,None,2015,Limitée
2016,Residents,n,Île-du-Prince-Édouard,Prince Edward Island,Aucune,,Résidants,Limited,None,2016,Limitée
2017,Residents,n,Île-du-Prince-Édouard,Prince Edward Island,Aucune,,Résidants,Limited,None,2017,Limitée
1990,Residents,a,Québec,Quebec,Aucune,0,Résidants,Limited,None,1990,Limitée
1991,Residents,a,Québec,Quebec,Aucune,0,Résidants,Limited,None,1991,Limitée
1992,Residents,a,Québec,Quebec,Aucune,0,Résidants,Limited,None,1992,Limitée
1993,Residents,a,Québec,Quebec,Aucune,0,Résidants,Limited,None,1993,Limitée
1994,Residents,a,Québec,Quebec,Aucune,0,Résidants,Limited,None,1994,Limitée
1995,Residents,a,Québec,Quebec,Aucune,0,Résidants,Limited,None,1995,Limitée
1996,Residents,a,Québec,Quebec,Aucune,0,Résidants,Limited,None,1996,Limitée
1997,Residents,a,Québec,Quebec,Aucune,0,Résidants,Limited,None,1997,Limitée
1998,Residents,a,Québec,Quebec,Aucune,3,Résidants,Limited,None,1998,Limitée
1999,Residents,a,Québec,Quebec,Aucune,0,Résidants,Limited,None,1999,Limitée
2000,Residents,a,Québec,Quebec,Aucune,2,Résidants,Limited,None,2000,Limitée
2001,Residents,a,Québec,Quebec,Aucune,0,Résidants,Limited,None,2001,Limitée
2002,Residents,a,Québec,Quebec,Aucune,0,Résidants,Limited,None,2002,Limitée
2003,Residents,a,Québec,Quebec,Aucune,0,Résidants,Limited,None,2003,Limitée
2004,Residents,a,Québec,Quebec,Aucune,2,Résidants,Limited,None,2004,Limitée
2005,Residents,a,Québec,Quebec,Aucune,0,Résidants,Limited,None,2005,Limitée
2006,Residents,a,Québec,Quebec,Aucune,1,Résidants,Limited,None,2006,Limitée
2007,Residents,a,Québec,Quebec,Aucune,2,Résidants,Limited,None,2007,Limitée
2008,Residents,a,Québec,Quebec,Aucune,0,Résidants,Limited,None,2008,Limitée
2009,Residents,a,Québec,Quebec,Aucune,0,Résidants,Limited,None,2009,Limitée
2010,Residents,a,Québec,Quebec,Aucune,3,Résidants,Limited,None,2010,Limitée
2011,Residents,a,Québec,Quebec,Aucune,2,Résidants,Limited,None,2011,Limitée
2012,Residents,a,Québec,Quebec,Aucune,1,Résidants,Limited,None,2012,Limitée
2013,Residents,a,Québec,Quebec,Aucune,0,Résidants,Limited,None,2013,Limitée
2014,Residents,a,Québec,Quebec,Aucune,0,Résidants,Limited,None,2014,Limitée
2015,Residents,a,Québec,Quebec,Aucune,0,Résidants,Limited,None,2015,Limitée
2016,Residents,a,Québec,Quebec,Aucune,0,Résidants,Limited,None,2016,Limitée
2017,Residents,a,Québec,Quebec,Aucune,3,Résidants,Limited,None,2017,Limitée
1990,Residents,n,Saskatchewan,Saskatchewan,Aucune,,Résidants,Limited,None,1990,Limitée
1991,Residents,n,Saskatchewan,Saskatchewan,Aucune,,Résidants,Limited,None,1991,Limitée
1992,Residents,n,Saskatchewan,Saskatchewan,Aucune,,Résidants,Limited,None,1992,Limitée
1993,Residents,n,Saskatchewan,Saskatchewan,Aucune,,Résidants,Limited,None,1993,Limitée
1994,Residents,n,Saskatchewan,Saskatchewan,Aucune,,Résidants,Limited,None,1994,Limitée
1995,Residents,n,Saskatchewan,Saskatchewan,Aucune,,Résidants,Limited,None,1995,Limitée
1996,Residents,n,Saskatchewan,Saskatchewan,Aucune,,Résidants,Limited,None,1996,Limitée
1997,Residents,a,Saskatchewan,Saskatchewan,Aucune,0,Résidants,Limited,None,1997,Limitée
1998,Residents,n,Saskatchewan,Saskatchewan,Aucune,,Résidants,Limited,None,1998,Limitée
1999,Residents,n,Saskatchewan,Saskatchewan,Aucune,,Résidants,Limited,None,1999,Limitée
2000,Residents,n,Saskatchewan,Saskatchewan,Aucune,,Résidants,Limited,None,2000,Limitée
2001,Residents,n,Saskatchewan,Saskatchewan,Aucune,,Résidants,Limited,None,2001,Limitée
2002,Residents,u,Saskatchewan,Saskatchewan,Aucune,,Résidants,Limited,None,2002,Limitée
2003,Residents,n,Saskatchewan,Saskatchewan,Aucune,,Résidants,Limited,None,2003,Limitée
2004,Residents,n,Saskatchewan,Saskatchewan,Aucune,,Résidants,Limited,None,2004,Limitée
2005,Residents,n,Saskatchewan,Saskatchewan,Aucune,,Résidants,Limited,None,2005,Limitée
2006,Residents,n,Saskatchewan,Saskatchewan,Aucune,,Résidants,Limited,None,2006,Limitée
2007,Residents,n,Saskatchewan,Saskatchewan,Aucune,,Résidants,Limited,None,2007,Limitée
2008,Residents,n,Saskatchewan,Saskatchewan,Aucune,,Résidants,Limited,None,2008,Limitée
2009,Residents,n,Saskatchewan,Saskatchewan,Aucune,,Résidants,Limited,None,2009,Limitée
2010,Residents,n,Saskatchewan,Saskatchewan,Aucune,,Résidants,Limited,None,2010,Limitée
2011,Residents,n,Saskatchewan,Saskatchewan,Aucune,,Résidants,Limited,None,2011,Limitée
2012,Residents,n,Saskatchewan,Saskatchewan,Aucune,,Résidants,Limited,None,2012,Limitée
2013,Residents,n,Saskatchewan,Saskatchewan,Aucune,,Résidants,Limited,None,2013,Limitée
2014,Residents,n,Saskatchewan,Saskatchewan,Aucune,,Résidants,Limited,None,2014,Limitée
2015,Residents,n,Saskatchewan,Saskatchewan,Aucune,,Résidants,Limited,None,2015,Limitée
2016,Residents,n,Saskatchewan,Saskatchewan,Aucune,,Résidants,Limited,None,2016,Limitée
2017,Residents,n,Saskatchewan,Saskatchewan,Aucune,,Résidants,Limited,None,2017,Limitée
1990,Residents,n,Yukon,Yukon,Aucune,,Résidants,Limited,None,1990,Limitée
1991,Residents,n,Yukon,Yukon,Aucune,,Résidants,Limited,None,1991,Limitée
1992,Residents,n,Yukon,Yukon,Aucune,,Résidants,Limited,None,1992,Limitée
1993,Residents,n,Yukon,Yukon,Aucune,,Résidants,Limited,None,1993,Limitée
1994,Residents,n,Yukon,Yukon,Aucune,,Résidants,Limited,None,1994,Limitée
1995,Residents,n,Yukon,Yukon,Aucune,,Résidants,Limited,None,1995,Limitée
1996,Residents,n,Yukon,Yukon,Aucune,,Résidants,Limited,None,1996,Limitée
1997,Residents,n,Yukon,Yukon,Aucune,,Résidants,Limited,None,1997,Limitée
1998,Residents,u,Yukon,Yukon,Aucune,,Résidants,Limited,None,1998,Limitée
1999,Residents,n,Yukon,Yukon,Aucune,,Résidants,Limited,None,1999,Limitée
2000,Residents,n,Yukon,Yukon,Aucune,,Résidants,Limited,None,2000,Limitée
2001,Residents,u,Yukon,Yukon,Aucune,,Résidants,Limited,None,2001,Limitée
2002,Residents,a,Yukon,Yukon,Aucune,0,Résidants,Limited,None,2002,Limitée
2003,Residents,a,Yukon,Yukon,Aucune,2,Résidants,Limited,None,2003,Limitée
2004,Residents,a,Yukon,Yukon,Aucune,1,Résidants,Limited,None,2004,Limitée
2005,Residents,a,Yukon,Yukon,Aucune,0,Résidants,Limited,None,2005,Limitée
2006,Residents,a,Yukon,Yukon,Aucune,0,Résidants,Limited,None,2006,Limitée
2007,Residents,a,Yukon,Yukon,Aucune,0,Résidants,Limited,None,2007,Limitée
2008,Residents,a,Yukon,Yukon,Aucune,0,Résidants,Limited,None,2008,Limitée
2009,Residents,a,Yukon,Yukon,Aucune,2,Résidants,Limited,None,2009,Limitée
2010,Residents,a,Yukon,Yukon,Aucune,0,Résidants,Limited,None,2010,Limitée
2011,Residents,e,Yukon,Yukon,Aucune,0,Résidants,Limited,None,2011,Limitée
2012,Residents,e,Yukon,Yukon,Aucune,0,Résidants,Limited,None,2012,Limitée
2013,Residents,e,Yukon,Yukon,Aucune,0,Résidants,Limited,None,2013,Limitée
2014,Residents,e,Yukon,Yukon,Aucune,0,Résidants,Limited,None,2014,Limitée
2015,Residents,e,Yukon,Yukon,Aucune,0,Résidants,Limited,None,2015,Limitée
2016,Residents,e,Yukon,Yukon,Aucune,0,Résidants,Limited,None,2016,Limitée
2017,Residents,e,Yukon,Yukon,Aucune,0,Résidants,Limited,None,2017,Limitée
1990,Residents,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Résidants,Limited,None,1990,Limitée
1991,Residents,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Résidants,Limited,None,1991,Limitée
1992,Residents,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Résidants,Limited,None,1992,Limitée
1993,Residents,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Résidants,Limited,None,1993,Limitée
1994,Residents,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Résidants,Limited,None,1994,Limitée
1995,Residents,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Résidants,Limited,None,1995,Limitée
1996,Residents,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Résidants,Limited,None,1996,Limitée
1997,Residents,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Résidants,Limited,None,1997,Limitée
1998,Residents,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Résidants,Limited,None,1998,Limitée
1999,Residents,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Résidants,Limited,None,1999,Limitée
2000,Residents,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Résidants,Limited,None,2000,Limitée
2001,Residents,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Résidants,Limited,None,2001,Limitée
2002,Residents,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Résidants,Limited,None,2002,Limitée
2003,Residents,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Résidants,Limited,None,2003,Limitée
2004,Residents,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Résidants,Limited,None,2004,Limitée
2005,Residents,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Résidants,Limited,None,2005,Limitée
2006,Residents,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Résidants,Limited,None,2006,Limitée
2007,Residents,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Résidants,Limited,None,2007,Limitée
2008,Residents,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Résidants,Limited,None,2008,Limitée
2009,Residents,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Résidants,Limited,None,2009,Limitée
2010,Residents,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Résidants,Limited,None,2010,Limitée
2011,Residents,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Résidants,Limited,None,2011,Limitée
2012,Residents,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Résidants,Limited,None,2012,Limitée
2013,Residents,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Résidants,Limited,None,2013,Limitée
2014,Residents,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Résidants,Limited,None,2014,Limitée
2015,Residents,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Résidants,Limited,None,2015,Limitée
2016,Residents,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Résidants,Limited,None,2016,Limitée
2017,Residents,a,Territoires du Nord-Ouest,Northwest Territories,Aucune,0,Résidants,Limited,None,2017,Limitée
2018,Residents,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Résidants,Limited,None,2018,Limitée
1990,Unspecified,n,Alberta,Alberta,Aucune,,Indéterminée,Limited,None,1990,Limitée
1991,Unspecified,n,Alberta,Alberta,Aucune,,Indéterminée,Limited,None,1991,Limitée
1992,Unspecified,n,Alberta,Alberta,Aucune,,Indéterminée,Limited,None,1992,Limitée
1993,Unspecified,n,Alberta,Alberta,Aucune,,Indéterminée,Limited,None,1993,Limitée
1994,Unspecified,n,Alberta,Alberta,Aucune,,Indéterminée,Limited,None,1994,Limitée
1995,Unspecified,n,Alberta,Alberta,Aucune,,Indéterminée,Limited,None,1995,Limitée
1996,Unspecified,n,Alberta,Alberta,Aucune,,Indéterminée,Limited,None,1996,Limitée
1997,Unspecified,n,Alberta,Alberta,Aucune,,Indéterminée,Limited,None,1997,Limitée
1998,Unspecified,n,Alberta,Alberta,Aucune,,Indéterminée,Limited,None,1998,Limitée
1999,Unspecified,n,Alberta,Alberta,Aucune,,Indéterminée,Limited,None,1999,Limitée
2000,Unspecified,n,Alberta,Alberta,Aucune,,Indéterminée,Limited,None,2000,Limitée
2001,Unspecified,n,Alberta,Alberta,Aucune,,Indéterminée,Limited,None,2001,Limitée
2002,Unspecified,n,Alberta,Alberta,Aucune,,Indéterminée,Limited,None,2002,Limitée
2003,Unspecified,n,Alberta,Alberta,Aucune,,Indéterminée,Limited,None,2003,Limitée
2004,Unspecified,n,Alberta,Alberta,Aucune,,Indéterminée,Limited,None,2004,Limitée
2005,Unspecified,n,Alberta,Alberta,Aucune,,Indéterminée,Limited,None,2005,Limitée
